product_id,product_name,category,supplier_id,unit_cost,status,brand,list_price,median_unit_cost
72,full_snacks,produce,227,0.55,backordered,sullivan_orozco,0.72,9.855
73,possible_frozen_foods,frozen_foods,878,12.22,backordered,tran_and_sons,20.49,10.58
74,news_frozen_foods,dairy,784,15.37,active,beard_bird_and_bowman,24.94,10.28
75,style_frozen_foods,dairy,1428,2.38,backordered,hebert_chandler_and_taylor,3.47,10.28
76,area_snacks,beverages,134,14.57,backordered,villarreal_davis_and_sanchez,21.55,10.405000000000001
77,language_dairy,snacks,431,13.43,active,ellison_wilson,21.6,10.47
78,assume_dairy,frozen_foods,1562,18.35,backordered,henderson_lewis_and_richardson,26.87,10.58
79,such_beverages,produce,868,7.72,active,mathews_llc,10.73,9.855
80,project_snacks,beverages,1641,3.99,discontinued,miller_johnson,6.74,10.405000000000001
81,worry_beverages,beverages,1402,14.36,active,booth_wilson_and_morgan,24.11,10.405000000000001
82,defense_dairy,dairy,299,1.82,backordered,figueroa_and_sons,2.8,10.28
83,would_bakery,frozen_foods,920,7.29,discontinued,unknown,13.01,10.58
84,no_beverages,produce,205,12.04,active,alvarez_tanner_and_jennings,17.63,9.855
85,list_produce,frozen_foods,997,4.57,backordered,montes_inc,7.3,10.58
86,under_produce,snacks,152,6.57,active,banks_nielsen,9.33,10.47
87,hope_produce,frozen_foods,1532,2.03,backordered,williamson_quinn,3.25,10.58
88,various_dairy,beverages,713,5.26,discontinued,clark_and_sons,7.88,10.405000000000001
89,stage_beverages,frozen_foods,816,18.42,backordered,bailey_norman_and_boone,32.04,10.58
90,success_produce,dairy,237,10.05,discontinued,carroll_james,15.83,10.28
91,phone_produce,beverages,1981,2.04,discontinued,le_plc,3.49,10.405000000000001
92,figure_beverages,dairy,1199,9.07,active,cook_group,12.34,10.28
93,seek_bakery,produce,1076,16.89,active,johnson_daniel_and_rogers,28.29,9.855
94,real_produce,snacks,59,3.27,discontinued,duncan_cameron_and_cohen,4.43,10.47
95,southern_frozen_foods,beverages,20,8.68,discontinued,figueroa_daniel_and_webster,13.1,10.405000000000001
96,report_bakery,produce,628,11.07,active,choi_llc,14.08,9.855
97,teacher_frozen_foods,beverages,351,12.04,backordered,santos_johnson,17.45,10.405000000000001
98,share_frozen_foods,beverages,706,6.68,active,floyd_nunez,11.71,10.405000000000001
99,training_bakery,snacks,828,0.89,backordered,hobbs_hardin_and_bridges,1.07,10.47
100,cut_produce,snacks,528,14.68,backordered,williams_simmons,20.22,10.47
101,edge_beverages,snacks,827,19.22,active,mitchell_butler,26.3,10.47
102,animal_bakery,snacks,263,14.29,active,fisher_llc,24.01,10.47
103,to_snacks,bakery,90,15.43,backordered,perkins_and_sons,22.72,10.3
104,turn_dairy,dairy,624,5.63,active,jones_nguyen,8.67,10.28
105,possible_bakery,beverages,1283,12.28,discontinued,carson_delgado_and_robertson,19.32,10.405000000000001
106,mother_snacks,dairy,1527,0.72,active,scott_miller,0.94,10.28
107,citizen_bakery,dairy,1930,16.61,active,chavez_valdez_and_bishop,23.46,10.28
108,bed_bakery,produce,470,13.83,active,hawkins_group,19.87,9.855
109,put_frozen_foods,bakery,1839,7.52,active,hansen_inc,9.12,10.3
110,prove_bakery,produce,390,1.25,active,hines_sanchez,1.65,9.855
111,plan_produce,produce,500,9.855,active,nelson_rogers_and_ruiz,24.27,9.855
112,decide_beverages,bakery,899,19.01,active,olsen_martin,33.55,10.3
113,center_snacks,dairy,171,15.91,backordered,gray_garcia,21.16,10.28
114,whole_beverages,frozen_foods,1807,8.39,active,coleman_plc,11.7,10.58
115,light_produce,bakery,1789,11.63,discontinued,morgan_sawyer_and_johnson,14.23,10.3
116,window_produce,beverages,36,6.95,active,perez_wilson,10.77,10.405000000000001
117,hair_frozen_foods,dairy,1771,17.69,discontinued,crawford_thomas,24.02,10.28
118,growth_frozen_foods,bakery,1332,7.18,discontinued,bernard_ballard_and_fitzpatrick,11.0,10.3
119,standard_bakery,beverages,61,16.64,discontinued,unknown,20.45,10.405000000000001
120,that_bakery,bakery,497,12.01,discontinued,henson_inc,19.69,10.3
121,already_bakery,dairy,1737,9.25,active,proctor_llc,12.64,10.28
122,girl_dairy,bakery,1596,14.12,discontinued,smith_williams,18.17,10.3
123,wonder_bakery,snacks,3,16.23,backordered,richards_patterson,20.92,10.47
124,discover_dairy,beverages,932,2.95,backordered,kerr_sparks_and_hill,3.82,10.405000000000001
125,minute_bakery,produce,70,4.57,backordered,knox_velez_and_parker,7.89,9.855
126,each_produce,beverages,214,5.996058661778186,active,harmon_inc,10.45,10.405000000000001
127,speak_beverages,produce,604,0.79,backordered,walker_mccormick_and_reed,0.99,9.855
128,part_frozen_foods,dairy,698,10.89,backordered,santos_hammond_and_kim,16.7,10.28
129,impact_bakery,snacks,654,19.89,discontinued,beard_taylor_and_graham,27.8,10.47
130,or_frozen_foods,produce,1466,5.61,active,moran_ltd,9.6,9.855
131,not_bakery,dairy,784,13.64,discontinued,swanson_maldonado,20.14,10.28
132,ahead_dairy,produce,1984,19.67,backordered,smith_inc,31.53,9.855
133,expect_frozen_foods,produce,1645,15.42,backordered,unknown,21.91,9.855
134,type_beverages,dairy,1733,17.47,active,daniels_deleon_and_best,22.49,10.28
135,address_bakery,frozen_foods,692,4.98,active,thomas_castillo_and_benitez,8.62,10.58
136,sell_dairy,dairy,1145,19.76,backordered,thomas_wilson,32.99,10.28
137,other_produce,frozen_foods,84,17.79,discontinued,kim_hayden,21.56,10.58
138,over_beverages,frozen_foods,993,8.67,active,bennett_mcdaniel_and_hernandez,15.53,10.58
139,free_frozen_foods,snacks,1941,145.1,backordered,woodard_plc,18.34,10.47
140,respond_dairy,bakery,1119,4.68,backordered,day_jones_and_webster,8.39,10.3
141,enjoy_beverages,frozen_foods,481,5.65,active,olsen_solomon,8.5,10.58
142,population_beverages,snacks,1269,13.53,discontinued,collins_diaz_and_davila,22.67,10.47
143,on_beverages,frozen_foods,1929,17.19,active,ellison_ferguson,21.93,10.58
144,picture_frozen_foods,snacks,1996,4.46,discontinued,morrison_and_sons,7.26,10.47
145,i_dairy,dairy,854,13.16,backordered,edwards_garcia_and_goodman,19.76,10.28
146,our_dairy,dairy,250,2.99,discontinued,anderson_hanna_and_moore,4.34,10.28
147,building_frozen_foods,beverages,894,1.55,active,unknown,2.4,10.405000000000001
148,expect_frozen_foods,frozen_foods,1249,7.08,discontinued,adkins_boyle_and_lee,10.33,10.58
149,many_produce,dairy,799,14.07,backordered,watts_roach,23.94,10.28
150,crime_snacks,dairy,764,9.99,active,bailey_group,17.15,10.28
151,international_snacks,frozen_foods,626,15.6,backordered,mccoy_french_and_olsen,22.05,10.58
152,very_dairy,produce,546,9.0,active,thomas_brooks,12.12,9.855
153,could_snacks,frozen_foods,1047,1.09,active,lopez_dunlap,1.53,10.58
154,behind_produce,bakery,984,6.24,active,watson_inc,10.43,10.3
155,especially_frozen_foods,dairy,646,13.84,backordered,jordan_walker_and_rogers,20.07,10.28
156,power_dairy,bakery,666,5.42,backordered,torres_llc,7.93,10.3
157,seat_beverages,dairy,1596,2.22,discontinued,phillips_ltd,2.74,10.28
158,and_frozen_foods,produce,527,12.62,active,robbins_hernandez_and_arellano,16.4,9.855
159,though_dairy,beverages,1192,19.91,active,morrison_and_sons,31.9,10.405000000000001
160,medical_bakery,snacks,1873,12.88,discontinued,henderson_smith,20.83,10.47
161,security_snacks,snacks,787,6.03,discontinued,terrell_plc,7.81,10.47
162,dinner_beverages,beverages,1279,14.38,active,murphy_gardner_and_chandler,17.63,10.405000000000001
163,police_produce,dairy,1476,19.39,backordered,estrada_inc,33.26,10.28
164,all_frozen_foods,produce,1091,18.88,active,wong_martin_and_peterson,31.4,9.855
165,another_frozen_foods,snacks,1939,1.41,backordered,castillo_vazquez,2.5,10.47
166,security_beverages,produce,1475,19.05,active,barnett_grimes_and_bates,32.84,9.855
167,among_beverages,beverages,1257,6.39,backordered,simmons_inc,8.18,10.405000000000001
168,home_dairy,frozen_foods,1787,18.67,active,turner_cohen,26.53,10.58
169,yourself_produce,beverages,629,4.71,backordered,torres_ltd,6.82,10.405000000000001
170,within_dairy,beverages,1735,2.76,backordered,ramos_montgomery_and_guzman,3.67,10.405000000000001
171,could_beverages,snacks,859,5.29,active,sanchez_and_sons,8.78,10.47
172,evidence_dairy,snacks,463,16.7,active,thomas_group,24.0,10.47
173,official_dairy,frozen_foods,632,19.27,discontinued,heath_peterson,27.87,10.58
174,professor_produce,produce,1696,19.32,backordered,garza_carter,34.01,9.855
175,audience_dairy,dairy,706,19.63,discontinued,unknown,29.69,10.28
176,past_bakery,beverages,303,4.55,backordered,unknown,5.62,10.405000000000001
177,add_produce,dairy,466,12.77,active,west_group,16.48,10.28
178,wrong_snacks,beverages,1615,19.8,discontinued,bailey_lopez_and_weaver,24.62,10.405000000000001
179,spend_frozen_foods,frozen_foods,486,13.05,discontinued,bennett_llc,22.8,10.58
180,this_beverages,snacks,1728,10.69,active,brown_bradley,14.71,10.47
181,be_bakery,dairy,38,13.71,active,chambers_llc,21.26,10.28
182,power_frozen_foods,frozen_foods,1225,5.91,discontinued,hoffman_martinez,10.43,10.58
183,form_bakery,dairy,271,17.1,backordered,cooper_lopez,30.28,10.28
184,study_bakery,snacks,126,2.79,backordered,kelley_group,3.58,10.47
185,recent_bakery,produce,535,19.93,active,jackson_inc,25.63,9.855
186,coach_produce,snacks,116,0.7,backordered,mcfarland_fernandez,1.1,10.47
187,nearly_bakery,dairy,1773,8.15,backordered,hernandez_hernandez_and_kidd,14.05,10.28
188,maintain_snacks,produce,1583,8.64,active,davis_mcknight_and_lopez,11.0,9.855
189,old_dairy,beverages,1822,6.41,discontinued,shannon_llc,9.86,10.405000000000001
190,wall_snacks,beverages,1139,0.69,backordered,clark_farmer_and_williams,1.23,10.405000000000001
191,so_produce,frozen_foods,35,12.36,discontinued,miller_barrett_and_riley,15.01,10.58
192,ball_produce,frozen_foods,290,1.67,discontinued,kelly_wright,3.0,10.58
193,thing_dairy,bakery,1828,4.27,discontinued,webb_simmons_and_warner,6.17,10.3
194,memory_snacks,produce,456,9.2,discontinued,hall_chavez_and_evans,15.54,9.855
195,reveal_dairy,frozen_foods,1682,1.17,discontinued,hall_gardner,1.95,10.58
196,we_frozen_foods,produce,1569,12.54,backordered,clay_plc,17.54,9.855
197,future_produce,frozen_foods,431,1.31,discontinued,castro_group,1.89,10.58
198,include_produce,beverages,733,4.73,active,johnson_dalton_and_harris,7.06,10.405000000000001
199,able_dairy,produce,331,5.57,active,moore_durham,6.71,9.855
200,four_snacks,beverages,1707,6.0,backordered,rodriguez_casey,10.58,10.405000000000001
201,respond_produce,bakery,727,8.13,active,arias_group,12.25,10.3
202,use_beverages,snacks,245,2.06,backordered,hall_ltd,2.77,10.47
203,look_bakery,produce,1521,8.32,discontinued,hurst_villarreal_and_carrillo,14.75,9.855
204,second_produce,snacks,1054,14.12,backordered,martinez_cox,18.43,10.47
205,possible_beverages,produce,305,16.54,backordered,alvarado_walker,24.46,9.855
206,performance_produce,snacks,148,11.39,backordered,smith_group,14.31,10.47
207,form_produce,frozen_foods,1569,13.35,active,beard_group,19.38,10.58
208,likely_bakery,beverages,849,16.47,active,mora_frost_and_sullivan,28.44,10.405000000000001
209,energy_bakery,beverages,26,11.93,active,unknown,21.1,10.405000000000001
210,growth_snacks,snacks,202,17.96,active,swanson_ltd,21.86,10.47
211,those_snacks,bakery,1598,13.56,discontinued,unknown,21.65,10.3
212,wonder_beverages,bakery,1314,17.65,active,miller_plc,29.14,10.3
213,popular_beverages,beverages,737,3.69,backordered,hall_chang_and_white,4.48,10.405000000000001
214,natural_dairy,produce,39,6.18,active,unknown,8.91,9.855
215,whole_bakery,produce,1444,17.49,discontinued,walton_andrews,21.54,9.855
216,do_dairy,frozen_foods,447,8.48,discontinued,hill_lopez,12.18,10.58
217,heavy_dairy,frozen_foods,125,4.53,active,rose_johnson_and_barnett,7.24,10.58
218,from_dairy,frozen_foods,1852,17.5,backordered,king_and_sons,30.53,10.58
219,his_snacks,snacks,788,16.0,discontinued,greer_stewart,21.21,10.47
220,test_beverages,snacks,520,17.18,active,green_james_and_williams,27.21,10.47
221,station_frozen_foods,dairy,1079,11.57,discontinued,underwood_richardson,17.94,10.28
222,local_frozen_foods,frozen_foods,668,16.43,backordered,waters_inc,24.39,10.58
223,raise_snacks,produce,1840,7.66,active,bates_gomez,12.49,9.855
224,push_frozen_foods,frozen_foods,820,2.01,backordered,shaw_james_and_stanley,2.99,10.58
225,interest_dairy,snacks,305,7.17,discontinued,miranda_perkins,12.64,10.47
226,plan_produce,snacks,950,13.71,active,johnson_inc,23.06,10.47
227,bit_dairy,frozen_foods,714,5.82,active,harris_llc,10.44,10.58
228,need_produce,frozen_foods,1987,3.41,discontinued,cruz_group,5.8,10.58
229,moment_bakery,bakery,1383,17.7,backordered,harper_osborne_and_johnson,31.85,10.3
230,operation_beverages,dairy,461,2.91,discontinued,mitchell_hall,3.53,10.28
231,thousand_bakery,frozen_foods,1542,10.58,discontinued,white_olson_and_george,9.38,10.58
232,candidate_snacks,bakery,1640,12.06901513518171,active,smith_ltd,18.43,10.3
233,effect_frozen_foods,beverages,1579,15.72,active,petty_tyler_and_stephens,28.21,10.405000000000001
234,operation_snacks,bakery,1325,11.53,backordered,campbell_and_sons,15.3,10.3
235,option_frozen_foods,produce,637,17.85,active,bell_llc,23.61,9.855
236,why_produce,frozen_foods,115,3.51,active,kim_cox_and_dixon,6.24,10.58
237,career_bakery,bakery,1558,19.13,backordered,gonzales_plc,33.85,10.3
238,into_frozen_foods,snacks,294,3.57,backordered,sanders_group,4.29,10.47
239,store_frozen_foods,bakery,574,12.54,discontinued,mendoza_watson_and_dyer,18.26,10.3
240,third_dairy,frozen_foods,563,17.2,backordered,clark_brandt_and_walker,21.18,10.58
241,group_frozen_foods,dairy,1362,18.27,backordered,thompson_hernandez_and_anderson,28.77,10.28
242,clearly_beverages,frozen_foods,1808,5.82,active,torres_jones,9.74,10.58
243,thus_beverages,frozen_foods,1509,1.58,discontinued,wood_harding,2.65,10.58
244,arm_frozen_foods,frozen_foods,1241,8.16,discontinued,carpenter_group,13.62,10.58
245,medical_bakery,beverages,591,12.76,backordered,jacobs_foster,19.16,10.405000000000001
246,campaign_snacks,beverages,336,3.55,active,roman_martin_and_romero,6.3,10.405000000000001
247,song_beverages,beverages,614,6.96,active,ray_carey,10.89,10.405000000000001
248,there_produce,produce,1856,5.37,active,burns_inc,9.14,9.855
249,truth_dairy,snacks,1272,19.65,discontinued,russell_schneider_and_deleon,31.78,10.47
250,since_snacks,snacks,1776,4.11,backordered,unknown,6.82,10.47
251,environmental_beverages,bakery,389,18.72,discontinued,brown_ruiz,23.06,10.3
252,go_produce,bakery,968,16.15,backordered,martinez_clark_and_blankenship,28.0,10.3
253,cell_produce,dairy,859,4.28,discontinued,griffin_shepard,7.55,10.28
254,my_snacks,dairy,1523,8.16,backordered,rivera_davis,11.8,10.28
255,just_beverages,beverages,571,4.76,active,curry_rodriguez,7.68,10.405000000000001
256,clearly_snacks,dairy,1244,10.47,backordered,vaughan_cunningham,16.97,10.28
257,play_beverages,frozen_foods,1974,2.2,backordered,norris_plc,2.78,10.58
258,republican_dairy,beverages,827,15.18,active,williams_oliver,26.06,10.405000000000001
259,commercial_snacks,produce,1024,18.591249999999995,active,summers_parsons,24.61,9.855
260,of_frozen_foods,snacks,904,14.63,backordered,galvan_adams,25.04,10.47
261,dream_produce,frozen_foods,300,4.19,active,roberts_gonzalez,7.52,10.58
262,development_beverages,frozen_foods,1170,6.34,active,unknown,9.86,10.58
263,bad_dairy,beverages,76,12.79,backordered,unknown,19.41,10.405000000000001
264,unit_snacks,produce,1867,8.44,active,reyes_wheeler,12.57,9.855
265,success_snacks,beverages,710,3.24,discontinued,williams_romero,3.94,10.405000000000001
266,several_produce,produce,1139,1.5,backordered,lowery_mccormick_and_patel,2.28,9.855
267,respond_bakery,bakery,312,4.1,discontinued,manning_reyes_and_thomas,4.99,10.3
268,pull_bakery,beverages,1000,9.8,active,pugh_grant_and_adams,14.92,10.405000000000001
269,particular_dairy,bakery,1005,9.6,discontinued,gould_roberts_and_dickerson,14.69,10.3
270,full_produce,beverages,1744,9.46,active,bishop_long,14.21,10.405000000000001
271,husband_snacks,snacks,55,8.43,backordered,thomas_cook,10.95,10.47
272,boy_bakery,snacks,261,5.36,active,young_wheeler,7.39,10.47
273,in_snacks,snacks,1948,3.83,active,cook_floyd,6.47,10.47
274,sport_snacks,snacks,1198,18.17,active,adams_and_sons,30.95,10.47
275,crime_snacks,bakery,678,9.46,discontinued,murray_group,13.5,10.3
276,red_beverages,bakery,377,9.73,backordered,davis_ltd,13.53,10.3
277,stay_bakery,dairy,1452,3.25,backordered,morales_group,5.66,10.28
278,how_frozen_foods,dairy,168,14.5,backordered,king_ltd,22.39,10.28
279,rule_dairy,bakery,1439,14.91,active,klein_dunn,18.67,10.3
280,prove_snacks,dairy,321,9.95,backordered,reid_llc,12.64,10.28
281,system_bakery,frozen_foods,1593,12.57,active,lawson_plc,15.78,10.58
282,easy_snacks,frozen_foods,396,8.77,discontinued,ferguson_rodriguez_and_villanueva,10.81,10.58
283,how_bakery,beverages,546,8.12,backordered,brown_wilson_and_jones,12.35,10.405000000000001
284,generation_beverages,snacks,997,17.48,discontinued,cross_and_sons,30.81,10.47
285,enjoy_snacks,produce,1829,8.89,backordered,hill_kennedy,15.95,9.855
286,rock_produce,frozen_foods,1935,14.72,backordered,washington_hahn_and_newton,20.88,10.58
287,since_beverages,bakery,1133,14.03,discontinued,potter_bailey,23.5,10.3
288,become_beverages,snacks,611,9.62,backordered,nash_group,11.86,10.47
289,door_dairy,produce,538,13.15,backordered,ortiz_dougherty,18.37,9.855
290,early_beverages,snacks,1367,18.44,discontinued,stewart_group,32.22,10.47
291,develop_bakery,bakery,1610,53.5,active,cox_rich_and_perez,6.97,10.3
292,act_bakery,dairy,1386,15.63,backordered,williamson_plc,20.01,10.28
293,very_produce,beverages,1753,11.68,active,unknown,18.57,10.405000000000001
294,create_produce,frozen_foods,1556,4.36,active,unknown,6.96,10.58
295,data_snacks,produce,1642,0.86,active,butler_malone,1.39,9.855
296,movement_beverages,frozen_foods,1217,3.49,backordered,reeves_white_and_johnson,5.04,10.58
297,human_snacks,snacks,189,14.61,discontinued,king_reed_and_bennett,23.57,10.47
298,many_beverages,bakery,273,6.98,active,cooper_weber_and_contreras,10.66,10.3
299,short_produce,beverages,1631,14.25,active,parsons_and_sons,20.21,10.405000000000001
300,building_produce,snacks,1779,4.61,discontinued,unknown,6.71,10.47
301,door_produce,frozen_foods,1854,9.43,backordered,crosby_thompson_and_chambers,15.65,10.58
302,drop_produce,snacks,1653,19.3,discontinued,lawrence_moore,29.99,10.47
303,whether_dairy,beverages,1958,9.44,active,moore_black_and_davis,12.5,10.405000000000001
304,accept_snacks,bakery,1091,14.46,discontinued,scott_singleton,19.46,10.3
305,get_frozen_foods,dairy,1720,9.49,backordered,avila_stevens_and_blanchard,15.5,10.28
306,science_frozen_foods,produce,369,14.67,active,hunt_llc,23.02,9.855
307,several_bakery,frozen_foods,116,2.27,active,braun_ramirez,3.57,10.58
308,option_produce,snacks,1855,14.77,discontinued,schultz_scott,22.07,10.47
309,common_bakery,beverages,1250,13.93,backordered,taylor_and_sons,18.65,10.405000000000001
310,watch_snacks,beverages,1130,3.06,active,maxwell_ltd,4.25,10.405000000000001
311,question_dairy,produce,654,19.19,active,garcia_dunn,31.02,9.855
312,smile_beverages,beverages,1307,5.47,discontinued,holmes_and_sons,7.78,10.405000000000001
313,crime_frozen_foods,dairy,605,3.19,backordered,anderson_may,4.83,10.28
314,window_beverages,dairy,1342,9.29,discontinued,gardner_manning,14.45,10.28
315,manage_beverages,bakery,1256,3.27,backordered,harris_and_sons,5.2,10.3
316,gun_frozen_foods,produce,83,18.02,backordered,figueroa_green,28.57,9.855
317,create_beverages,dairy,1367,9.01,backordered,cohen_ltd,13.16,10.28
318,some_beverages,frozen_foods,1995,17.5,backordered,mullins_clark_and_lopez,30.74,10.58
319,finally_beverages,frozen_foods,65,4.74,active,wilkerson_elliott_and_williams,8.48,10.58
320,as_frozen_foods,snacks,1268,6.6,discontinued,johnson_shepherd,8.47,10.47
321,nothing_dairy,dairy,1146,2.53,backordered,rosales_parker_and_webb,3.72,10.28
322,federal_produce,frozen_foods,1250,7.5,discontinued,allen_ltd,9.7,10.58
323,read_snacks,snacks,301,9.88,active,mcdowell_miller,16.66,10.47
324,church_frozen_foods,snacks,1418,12.47,backordered,unknown,15.78,10.47
325,soldier_frozen_foods,produce,1487,4.06,backordered,warren_bonilla,6.62,9.855
326,tell_dairy,bakery,1536,6.41,active,johnson_long_and_williams,10.4,10.3
327,may_frozen_foods,snacks,1392,13.5,active,mitchell_inc,16.55,10.47
328,century_frozen_foods,dairy,780,6.35,discontinued,wood_perkins_and_rodriguez,97.8,10.28
329,sister_frozen_foods,frozen_foods,672,15.97,active,cox_perry,20.36,10.58
330,firm_snacks,bakery,755,12.55,backordered,carney_inc,15.34,10.3
331,artist_bakery,dairy,368,1.15,discontinued,rhodes_inc,1.94,10.28
332,white_produce,beverages,356,11.03,discontinued,brown_stephenson,16.38,10.405000000000001
333,they_beverages,snacks,1346,14.93,active,jones_strong,18.08,10.47
334,base_frozen_foods,dairy,451,20.0,active,castro_harris_and_johnson,30.69,10.28
335,wall_dairy,beverages,1681,7.18,discontinued,watts_smith_and_brown,10.38,10.405000000000001
336,break_beverages,frozen_foods,799,13.17,active,carter_love,20.32,10.58
337,later_dairy,produce,965,11.65,active,wilson_stevens,19.18,9.855
338,drive_snacks,beverages,1994,7.49,backordered,wheeler_osborne,10.36,10.405000000000001
339,reality_beverages,frozen_foods,1440,10.58,active,patterson_llc,20.75,10.58
340,agency_dairy,produce,1259,4.52,active,king_and_sons,7.38,9.855
