customer_id,customer_name,join_date,total_spent,frequency,segment
53,kayla_walker,2024-10-27 00:00:00-07:00,2545.53,31,occasional
54,mr_jeremy_jones,2023-07-07 00:00:00-07:00,1130.03,13,occasional
55,susan_cline,2023-12-25 00:00:00-08:00,4037.13,4,occasional
56,marcus_marquez,2023-12-09 00:00:00-08:00,4052.15,39,high_value
57,joseph_garcia,2024-11-18 00:00:00-08:00,415.13,43,frequent
58,susan_marshall,2025-02-27 00:00:00-08:00,345.09,22,occasional
59,rebecca_monroe,2025-07-03 00:00:00-07:00,1624.95,48,occasional
60,rachel_king,2024-07-06 00:00:00-07:00,3686.02,34,occasional
61,leslie_hodges,2023-10-26 00:00:00-07:00,3652.21,2,occasional
62,renee_calhoun,2024-03-06 00:00:00-08:00,4170.05,19,high_value
63,tracy_hamilton,2024-06-03 00:00:00-07:00,470.29,2,frequent
64,eileen_li,2023-10-21 00:00:00-07:00,1621.24,19,frequent
65,leonard_allen,2023-09-24 00:00:00-07:00,1070.31,40,high_value
66,nicole_griffin,2023-07-29 00:00:00-07:00,1290.49,33,occasional
67,rodney_terrell,2023-12-01 00:00:00-08:00,3219.94,19,high_value
68,tamara_murphy,2025-04-14 00:00:00-07:00,642.19,45,high_value
69,dr_teresa_walsh_md,2024-05-28 00:00:00-07:00,3851.63,6,occasional
70,donald_wood,2023-09-25 00:00:00-07:00,2998.1,5,high_value
71,spencer_perez,2024-03-29 00:00:00-07:00,2640.91,10,occasional
72,misty_gross,2023-12-17 00:00:00-08:00,1581.53,31,frequent
73,mr_robert_rivera,2023-10-13 00:00:00-07:00,3515.05,22,high_value
74,nicholas_mckinney,2024-03-26 00:00:00-07:00,4158.54,5,frequent
75,donna_anderson,2025-05-01 00:00:00-07:00,4660.62,41,occasional
76,larry_brown,2024-08-20 00:00:00-07:00,1256.84,8,occasional
77,dana_silva,2025-04-08 00:00:00-07:00,2011.12,2,frequent
78,robert_matthews,2025-01-02 00:00:00-08:00,4067.63,21,occasional
79,kevin_burton,2024-11-01 00:00:00-07:00,4250.79,46,frequent
80,kristy_webb,2025-01-27 00:00:00-08:00,1652.78,12,high_value
81,kristin_diaz,2025-06-12 00:00:00-07:00,150.6,47,occasional
82,laura_baker,2023-11-08 00:00:00-08:00,1706.08,48,high_value
83,brent_mcfarland,2025-01-22 00:00:00-08:00,20.45,16,occasional
84,matthew_hernandez,2025-04-18 00:00:00-07:00,4748.68,46,high_value
85,austin_tate,2024-10-11 00:00:00-07:00,2010.43,46,frequent
86,amanda_nelson,2025-06-14 00:00:00-07:00,3290.7,40,occasional
87,stephanie_yates,2023-11-09 00:00:00-08:00,3894.2,36,occasional
88,michael_jones,2024-09-25 00:00:00-07:00,1355.96,12,occasional
89,dr_mark_barron,2023-11-14 00:00:00-08:00,1802.44,17,occasional
90,terry_johnson,2023-11-13 00:00:00-08:00,2970.62,6,frequent
91,joseph_dickerson,2024-08-12 00:00:00-07:00,4678.2,1,high_value
92,lori_green,2023-09-04 00:00:00-07:00,3436.28,6,high_value
93,kristi_smith,2023-09-07 00:00:00-07:00,1926.66,11,high_value
94,haley_kline,2025-01-02 00:00:00-08:00,2758.82,41,frequent
95,darryl_brown,2024-06-08 00:00:00-07:00,909.02,14,occasional
96,michael_butler,2025-01-10 00:00:00-08:00,4324.77,10,frequent
97,charles_jacobs,2023-11-22 00:00:00-08:00,3511.44,5,high_value
98,christopher_bridges,2023-12-29 00:00:00-08:00,4948.0,7,frequent
99,crystal_kline,2024-04-01 00:00:00-07:00,3698.09,45,frequent
100,stephanie_brown,2023-10-11 00:00:00-07:00,4124.73,6,occasional
101,carolyn_schwartz,2024-09-08 00:00:00-07:00,1457.98,36,high_value
102,elizabeth_roth,2024-08-26 00:00:00-07:00,4514.37,20,frequent
103,jon_wright,2025-05-20 00:00:00-07:00,456.5,15,occasional
104,kenneth_wheeler,2023-10-08 00:00:00-07:00,766.89,30,frequent
105,amanda_friedman,2025-03-13 00:00:00-07:00,4571.75,48,frequent
106,jerry_collier,2024-05-08 00:00:00-07:00,2640.62,12,high_value
107,william_miller,2023-07-08 00:00:00-07:00,3803.53,3,high_value
108,joshua_moody,2024-03-20 00:00:00-07:00,1611.02,9,frequent
109,annette_jackson,2024-09-08 00:00:00-07:00,1776.36,37,high_value
110,mike_lane,2025-03-19 00:00:00-07:00,379.4,1,high_value
111,charlene_cole,2024-05-17 00:00:00-07:00,2066.27,11,
112,karina_rogers,2024-03-17 00:00:00-07:00,4709.96,45,occasional
113,samantha_lawrence,2024-08-29 00:00:00-07:00,1234.98,3,occasional
114,tiffany_maynard,2024-08-30 00:00:00-07:00,4356.82,37,occasional
115,misty_prince,2023-07-27 00:00:00-07:00,4627.72,8,occasional
116,edwin_barber,2024-07-18 00:00:00-07:00,2414.56,9,frequent
117,antonio_reed,2025-03-11 00:00:00-07:00,1981.95,12,high_value
118,keith_rhodes,2023-07-24 00:00:00-07:00,2044.78,33,occasional
119,john_banks,2025-02-18 00:00:00-08:00,2786.0,10,
120,nancy_kennedy,2023-08-26 00:00:00-07:00,2875.46,45,occasional
121,jamie_perez_dvm,2024-06-11 00:00:00-07:00,1750.0,48,occasional
122,carla_miller,2023-07-25 00:00:00-07:00,3124.71,4,high_value
123,susan_james,2024-04-11 00:00:00-07:00,506.82,12,frequent
124,kathryn_baker,2025-04-06 00:00:00-07:00,474.47,34,frequent
125,alisha_larson,2023-10-10 00:00:00-07:00,3107.51,26,high_value
126,taylor_garcia,2023-09-14 00:00:00-07:00,356.55,17,frequent
127,jon_becker,2025-07-06 00:00:00-07:00,2642.89,26,frequent
128,teresa_norman,2023-07-17 00:00:00-07:00,4598.32,39,high_value
129,melissa_robinson,2024-10-06 00:00:00-07:00,1658.56,19,high_value
130,courtney_reese,2025-05-18 00:00:00-07:00,73.28,15,frequent
131,gregory_anderson_jr,2023-10-22 00:00:00-07:00,4476.47,3,high_value
132,heidi_williams,2024-02-10 00:00:00-08:00,1563.2,35,high_value
133,kara_mejia,2024-08-28 00:00:00-07:00,1665.66,37,high_value
134,julia_kent,2025-04-09 00:00:00-07:00,224.47,11,frequent
135,tracey_montoya,2024-11-27 00:00:00-08:00,2675.35,49,
136,joshua_moore,2024-04-28 00:00:00-07:00,3922.65,19,occasional
137,tiffany_snyder,2025-02-07 00:00:00-08:00,4937.44,46,high_value
138,christopher_costa,2024-09-06 00:00:00-07:00,1282.92,17,occasional
139,christian_leblanc,2023-08-24 00:00:00-07:00,246.04,35,high_value
140,mackenzie_travis,2023-10-15 00:00:00-07:00,243.75,39,
141,benjamin_smith,2023-12-28 00:00:00-08:00,2525.8,45,frequent
142,linda_bryan,2024-01-28 00:00:00-08:00,1945.18,42,frequent
143,julia_little,2024-09-25 00:00:00-07:00,2568.29,23,high_value
144,ashley_weaver,2023-12-08 00:00:00-08:00,3075.37,27,frequent
145,bryan_johnston,2025-06-02 00:00:00-07:00,1585.03,45,occasional
146,tina_west,2023-09-09 00:00:00-07:00,285.76,9,high_value
147,jennifer_wilson,2024-10-04 00:00:00-07:00,4748.72,49,frequent
148,brandy_ramirez,2024-07-31 00:00:00-07:00,4470.7,10,occasional
149,brandon_young,2024-02-29 00:00:00-08:00,1335.2,31,occasional
150,richard_walls,2025-05-08 00:00:00-07:00,3906.29,25,high_value
151,russell_kennedy,2025-01-31 00:00:00-08:00,104.26,4,frequent
152,curtis_bennett,2023-08-07 00:00:00-07:00,901.72,21,high_value
153,samantha_oneill,2024-12-06 00:00:00-08:00,809.05,15,occasional
154,nicholas_perez,2023-12-14 00:00:00-08:00,1796.89,46,frequent
155,denise_montoya,2024-01-02 00:00:00-08:00,2218.36,25,high_value
156,sophia_rodriguez,2024-12-09 00:00:00-08:00,178.38,18,occasional
157,ellen_buchanan,2025-04-18 00:00:00-07:00,505.91,4,high_value
158,brandy_stanton,2025-01-01 00:00:00-08:00,1114.88,7,high_value
159,johnathan_howard,2024-01-19 00:00:00-08:00,3535.71,13,high_value
160,kelly_green,2025-04-03 00:00:00-07:00,4097.19,40,occasional
161,daniel_johnson,2025-05-10 00:00:00-07:00,2929.8,47,occasional
162,susan_dominguez_dvm,2025-02-21 00:00:00-08:00,3013.44,18,occasional
163,susan_berry_dds,2023-08-02 00:00:00-07:00,3204.37,16,occasional
164,edward_mccarthy,2023-08-23 00:00:00-07:00,4803.52,12,frequent
165,samantha_johnson,2024-07-21 00:00:00-07:00,1048.52,32,frequent
166,robert_hendrix,2023-08-14 00:00:00-07:00,2637.41,31,high_value
167,connie_sullivan,2024-09-19 00:00:00-07:00,2006.2,18,
168,karen_rodriguez,2024-12-07 00:00:00-08:00,4088.9,3,occasional
169,raven_rodriguez,2023-11-14 00:00:00-08:00,733.99,33,high_value
170,francisco_thomas,2025-06-22 00:00:00-07:00,3593.25,22,occasional
171,joseph_suarez,2025-01-29 00:00:00-08:00,4187.87,45,high_value
172,jamie_payne,2024-05-12 00:00:00-07:00,1375.64,28,frequent
173,kristen_bell,2025-01-24 00:00:00-08:00,511.79,20,high_value
174,ana_perry,2024-01-06 00:00:00-08:00,2366.22,20,frequent
175,leroy_young,2023-08-27 00:00:00-07:00,912.44,6,occasional
176,jose_lopez,2024-09-06 00:00:00-07:00,1193.54,30,high_value
177,elizabeth_bryant,2024-09-16 00:00:00-07:00,2139.3,34,occasional
178,evan_phillips,2023-07-12 00:00:00-07:00,659.7,41,frequent
179,cynthia_martin,2025-01-22 00:00:00-08:00,3590.15,19,occasional
180,michael_kramer,2024-10-02 00:00:00-07:00,4834.8,8,occasional
181,kelli_smith,2024-01-02 00:00:00-08:00,3954.71,33,high_value
182,mary_smith,2025-03-12 00:00:00-07:00,535.15,30,occasional
183,shawn_caldwell,2024-01-29 00:00:00-08:00,1160.05,44,occasional
184,michele_beasley,2023-07-09 00:00:00-07:00,2091.79,32,frequent
185,linda_wood,2024-08-31 00:00:00-07:00,1708.68,47,high_value
186,melissa_flowers,2025-03-06 00:00:00-08:00,4473.11,5,frequent
187,stephanie_smith,2024-08-11 00:00:00-07:00,1181.0,19,high_value
188,james_castillo,2025-03-12 00:00:00-07:00,2069.4,37,frequent
189,kenneth_schwartz,2023-10-31 00:00:00-07:00,113.4,43,frequent
190,julia_robinson,2024-06-27 00:00:00-07:00,4761.67,2,occasional
191,angela_ritter,2024-03-09 00:00:00-08:00,2343.48,33,frequent
192,alexis_myers,2025-01-08 00:00:00-08:00,1469.36,6,occasional
193,natalie_wilkinson,2024-04-12 00:00:00-07:00,2522.12,15,frequent
194,christina_smith,2023-12-24 00:00:00-08:00,2765.07,20,frequent
195,william_reed,2024-02-19 00:00:00-08:00,1176.24,43,high_value
196,austin_dorsey,2023-08-30 00:00:00-07:00,620.75,7,occasional
197,laura_shields,2025-04-02 00:00:00-07:00,3301.28,21,occasional
198,denise_johnson,2025-04-07 00:00:00-07:00,2565.42,12,high_value
199,thomas_nunez,2024-07-19 00:00:00-07:00,2501.12,2,occasional
200,justin_white,2025-02-09 00:00:00-08:00,2566.53,42,occasional
201,dennis_little,2024-06-18 00:00:00-07:00,2869.95,22,high_value
202,charles_ramirez,2025-04-04 00:00:00-07:00,1900.32,19,frequent
203,gabriela_newton,2024-01-01 00:00:00-08:00,4100.66,4,frequent
204,mary_herrera,2024-09-23 00:00:00-07:00,4954.26,6,frequent
205,stephen_parker,2024-10-16 00:00:00-07:00,758.82,45,occasional
206,glenda_barnett,2024-08-22 00:00:00-07:00,2228.85,29,high_value
207,ryan_fritz,2023-10-06 00:00:00-07:00,3523.25,1,high_value
208,marie_banks,2023-11-17 00:00:00-08:00,4185.52,45,high_value
209,shannon_bolton,2024-07-15 00:00:00-07:00,3712.93,39,high_value
210,james_perkins,2024-11-11 00:00:00-08:00,429.17,27,frequent
211,dr_stephanie_mitchell,2024-10-20 00:00:00-07:00,2258.37,12,frequent
212,melissa_peterson,2024-04-30 00:00:00-07:00,4916.02,42,frequent
213,terry_smith,2023-08-09 00:00:00-07:00,2546.33,6,high_value
214,lisa_willis,2023-07-27 00:00:00-07:00,1782.63,35,frequent
215,bob_smith,2025-03-28 00:00:00-07:00,4379.27,33,occasional
216,carol_howell,2024-10-14 00:00:00-07:00,2529.38,31,occasional
217,luke_hernandez,2025-04-17 00:00:00-07:00,629.41,5,high_value
218,sharon_singh,2024-04-04 00:00:00-07:00,2941.19,19,high_value
219,david_lee,2024-01-24 00:00:00-08:00,4498.48,35,occasional
220,rebecca_fletcher,2024-10-05 00:00:00-07:00,4165.98,33,high_value
221,andrea_gray,2024-11-15 00:00:00-08:00,3425.22,22,frequent
222,alexander_smith,2025-05-16 00:00:00-07:00,1778.48,30,frequent
223,nathaniel_brown,2024-11-26 00:00:00-08:00,3169.34,32,occasional
224,lori_cummings,2024-01-31 00:00:00-08:00,1797.07,36,occasional
225,jessica_peterson,2024-02-14 00:00:00-08:00,426.51,20,occasional
226,nathan_ward,2024-05-08 00:00:00-07:00,4142.56,5,occasional
227,anthony_pennington,2024-12-13 00:00:00-08:00,2168.51,32,occasional
228,christopher_williams,2024-05-02 00:00:00-07:00,3203.96,23,high_value
229,lindsay_moreno,2025-02-03 00:00:00-08:00,161.24,31,high_value
230,christopher_garcia,2023-12-31 00:00:00-08:00,3319.18,7,high_value
231,andrea_long,2024-05-13 00:00:00-07:00,3175.82,49,frequent
232,tony_mccoy,2025-01-30 00:00:00-08:00,4968.22,7,frequent
233,katherine_riley,2024-12-17 00:00:00-08:00,3184.85,16,frequent
234,veronica_owens,2024-01-28 00:00:00-08:00,3926.71,15,frequent
235,frank_guerrero,2023-11-26 00:00:00-08:00,3142.08,49,high_value
236,brittney_jackson,2024-02-04 00:00:00-08:00,3906.91,25,frequent
237,kim_bush,2025-04-15 00:00:00-07:00,4617.49,17,frequent
238,jason_smith,2025-03-23 00:00:00-07:00,2889.89,44,occasional
239,nicole_garcia,2024-01-31 00:00:00-08:00,1850.12,49,frequent
240,tammy_wilkerson,2023-10-02 00:00:00-07:00,3138.93,13,frequent
241,chris_lopez,2024-06-10 00:00:00-07:00,3757.35,17,frequent
242,lorraine_garcia,2024-03-10 00:00:00-08:00,2505.47,15,occasional
243,larry_rose,2025-05-18 00:00:00-07:00,347.24,14,occasional
244,dustin_barron,2023-09-19 00:00:00-07:00,2186.37,33,high_value
245,jessica_king,2025-01-26 00:00:00-08:00,3729.48,41,high_value
246,brittany_morris,2025-01-12 00:00:00-08:00,921.61,8,frequent
247,sherry_mcbride,2023-11-30 00:00:00-08:00,2069.74,25,frequent
248,tamara_hamilton,2025-05-14 00:00:00-07:00,2513.59,49,frequent
249,james_harper,2023-11-26 00:00:00-08:00,2288.77,34,occasional
250,kelsey_jones,2024-01-29 00:00:00-08:00,380.89,19,high_value
251,carrie_brennan,2023-09-13 00:00:00-07:00,3464.99,21,occasional
252,traci_schroeder,2024-02-07 00:00:00-08:00,795.46,40,high_value
253,patricia_myers,2024-10-18 00:00:00-07:00,3433.36,48,occasional
254,mary_watson,2024-07-21 00:00:00-07:00,4529.04,33,frequent
255,john_morgan,2025-01-07 00:00:00-08:00,4416.02,10,occasional
256,michael_humphrey,2024-11-14 00:00:00-08:00,1103.04,32,occasional
257,bradley_patterson,2024-10-25 00:00:00-07:00,346.38,29,frequent
258,taylor_burgess,2024-03-16 00:00:00-07:00,4368.12,4,high_value
259,tammy_brown,2024-05-13 00:00:00-07:00,247.98,44,high_value
260,james_hartman,2024-02-07 00:00:00-08:00,3390.63,35,high_value
261,jerry_vargas,2024-08-02 00:00:00-07:00,2498.04,24,occasional
262,stacy_dean,2023-11-14 00:00:00-08:00,3983.57,23,frequent
263,courtney_allen,2024-04-07 00:00:00-07:00,1204.01,9,high_value
264,henry_schneider,2024-05-28 00:00:00-07:00,2510.42,44,occasional
265,brooke_arnold,2024-09-03 00:00:00-07:00,2190.98,20,high_value
266,eric_oliver,2025-02-02 00:00:00-08:00,488.51,10,occasional
267,summer_harris,2023-09-21 00:00:00-07:00,4133.46,25,occasional
268,brian_pittman,2023-09-09 00:00:00-07:00,1476.36,46,high_value
269,amber_ford,2024-01-29 00:00:00-08:00,2529.28,38,occasional
270,rebecca_williams,2023-07-31 00:00:00-07:00,2299.28,12,occasional
271,tim_cook,2025-02-07 00:00:00-08:00,3125.62,26,occasional
272,katrina_small,2024-12-27 00:00:00-08:00,4044.17,7,occasional
273,sherry_salinas,2024-03-18 00:00:00-07:00,908.48,45,frequent
274,danielle_phillips,2024-01-14 00:00:00-08:00,1064.21,19,high_value
275,sherri_roberts,2024-09-23 00:00:00-07:00,1325.71,39,occasional
276,anne_patrick,2023-08-23 00:00:00-07:00,4633.46,8,frequent
277,krista_flores,2024-10-07 00:00:00-07:00,1657.43,32,occasional
278,andrew_mcdonald,2024-03-23 00:00:00-07:00,4744.61,9,high_value
279,gary_price,2024-06-08 00:00:00-07:00,4288.23,40,occasional
280,nicole_crawford,2024-09-03 00:00:00-07:00,3107.32,19,occasional
281,renee_walker,2024-09-29 00:00:00-07:00,4489.04,39,frequent
282,mark_johnson,2024-10-06 00:00:00-07:00,1784.71,16,occasional
283,nancy_jones,2024-05-10 00:00:00-07:00,3078.62,5,occasional
284,lisa_hammond,2023-09-26 00:00:00-07:00,1829.31,27,frequent
285,justin_reed,2025-01-04 00:00:00-08:00,3554.77,7,high_value
286,rebecca_schwartz,2023-10-17 00:00:00-07:00,226.6,38,
287,annette_robinson,2024-12-15 00:00:00-08:00,1958.68,10,occasional
288,jordan_copeland,2024-01-02 00:00:00-08:00,3380.68,37,high_value
289,tiffany_pierce,2024-08-21 00:00:00-07:00,2444.72,24,occasional
290,dr_jeffrey_boyd,2023-08-26 00:00:00-07:00,4214.5,19,frequent
291,robert_ramirez,2025-03-02 00:00:00-08:00,2191.41,16,high_value
292,april_bowman,2025-04-19 00:00:00-07:00,12.26,9,high_value
293,deanna_figueroa,2024-12-21 00:00:00-08:00,607.48,25,high_value
294,mark_taylor,2024-12-29 00:00:00-08:00,2098.3,6,high_value
295,erik_porter,2024-12-05 00:00:00-08:00,2667.58,42,occasional
296,caitlin_lopez,2024-06-21 00:00:00-07:00,1328.05,39,frequent
297,chad_dean,2023-12-18 00:00:00-08:00,3001.63,4,high_value
298,patricia_smith,2023-08-14 00:00:00-07:00,4803.58,31,occasional
299,erin_williams,2024-05-02 00:00:00-07:00,894.23,18,frequent
300,kimberly_carson,2024-06-08 00:00:00-07:00,4015.07,32,high_value
301,brad_kent,2024-08-17 00:00:00-07:00,2627.45,9,frequent
302,cameron_hogan,2025-05-08 00:00:00-07:00,2084.2,30,high_value
303,garrett_myers,2024-06-08 00:00:00-07:00,1657.45,25,high_value
304,robert_johnson,2024-12-06 00:00:00-08:00,3883.3,10,occasional
305,kyle_donovan,2024-06-14 00:00:00-07:00,3335.63,28,frequent
306,zachary_hernandez,2024-06-24 00:00:00-07:00,4138.38,23,frequent
307,kimberly_mitchell,2024-04-08 00:00:00-07:00,4574.95,20,frequent
308,destiny_schroeder,2024-11-15 00:00:00-08:00,1923.74,36,frequent
309,catherine_lopez,2023-07-19 00:00:00-07:00,1130.23,18,high_value
310,dr_michelle_bass,2023-11-20 00:00:00-08:00,2783.18,16,occasional
311,yolanda_salazar,2024-08-20 00:00:00-07:00,4642.97,8,occasional
312,jacqueline_stewart,2025-04-09 00:00:00-07:00,315.99,47,frequent
313,patrick_oliver,2025-05-26 00:00:00-07:00,1327.59,33,occasional
314,manuel_morgan,2024-08-07 00:00:00-07:00,611.52,47,occasional
315,carl_davis,2025-04-24 00:00:00-07:00,220.02,33,high_value
316,anthony_harper,2024-10-26 00:00:00-07:00,2922.26,30,occasional
317,courtney_graham,2024-04-23 00:00:00-07:00,3349.46,11,frequent
318,michael_melton,2024-02-29 00:00:00-08:00,2451.58,25,occasional
319,joseph_cameron,2025-01-05 00:00:00-08:00,2302.34,15,occasional
320,george_wright,2024-01-26 00:00:00-08:00,1520.52,43,high_value
321,jennifer_francis,2024-07-13 00:00:00-07:00,4906.9,11,occasional
322,joel_fisher,2024-08-08 00:00:00-07:00,3557.98,29,high_value
323,joan_todd,2024-08-26 00:00:00-07:00,4575.71,17,high_value
324,jennifer_price,2024-11-05 00:00:00-08:00,4619.18,13,frequent
325,lindsay_brown,2024-06-18 00:00:00-07:00,3221.59,36,occasional
326,guy_price,2023-07-28 00:00:00-07:00,2980.18,28,high_value
327,zachary_graves,2025-05-09 00:00:00-07:00,3471.45,41,high_value
328,tim_gray,2024-01-12 00:00:00-08:00,407.79,11,high_value
329,rebecca_george,2024-02-10 00:00:00-08:00,4296.47,24,frequent
330,pamela_lopez,2024-03-09 00:00:00-08:00,4264.99,40,frequent
331,debra_oconnor,2023-09-21 00:00:00-07:00,1680.61,20,frequent
332,diana_ayala,2023-08-21 00:00:00-07:00,2740.43,37,frequent
333,kimberly_logan,2025-05-26 00:00:00-07:00,4835.11,21,occasional
334,mark_bell,2025-01-11 00:00:00-08:00,2581.23,11,high_value
335,anthony_davis,2023-08-02 00:00:00-07:00,422.34000000000003,40,occasional
336,adam_hunter,2025-03-01 00:00:00-08:00,3053.01,25,occasional
337,shannon_thomas,2024-06-07 00:00:00-07:00,454.29,6,
338,veronica_young,2025-01-03 00:00:00-08:00,2541.3,33,high_value
339,bradley_perry,2024-07-12 00:00:00-07:00,2615.54,11,frequent
340,adam_mendez,2024-07-18 00:00:00-07:00,1784.22,9,high_value
341,michelle_norton,2024-01-17 00:00:00-08:00,3795.74,23,frequent
342,cassandra_ruiz,2023-11-16 00:00:00-08:00,4252.0,32,frequent
343,lori_roth_dds,2024-05-03 00:00:00-07:00,4118.04,49,occasional
344,jeffrey_smith,2024-08-29 00:00:00-07:00,1255.55,10,high_value
345,joel_reed,2025-03-30 00:00:00-07:00,4352.22,34,high_value
346,vanessa_johnson,2024-07-13 00:00:00-07:00,2856.2,37,high_value
347,lisa_cohen,2024-09-01 00:00:00-07:00,3147.8,21,occasional
348,jonathan_steele,2023-07-11 00:00:00-07:00,4235.48,38,frequent
349,anthony_cummings,2025-02-23 00:00:00-08:00,797.4,19,occasional
350,joseph_payne,2025-01-18 00:00:00-08:00,288.18,18,occasional
351,jennifer_oneal,2024-12-09 00:00:00-08:00,1424.92,35,high_value
352,robert_clark,2025-05-04 00:00:00-07:00,250.2,6,frequent
353,stacy_maxwell,2023-10-04 00:00:00-07:00,4225.22,26,high_value
354,douglas_sims,2024-06-20 00:00:00-07:00,211.62,46,frequent
355,anthony_lee,2024-07-21 00:00:00-07:00,807.37,13,occasional
356,leroy_anderson,2024-03-07 00:00:00-08:00,2660.55,31,frequent
357,elizabeth_thompson,2024-03-27 00:00:00-07:00,4998.6,21,frequent
358,ronald_johnson,2024-03-25 00:00:00-07:00,3213.67,37,frequent
359,danielle_smith,2023-12-24 00:00:00-08:00,1682.98,21,high_value
360,sheila_meyer,2024-02-03 00:00:00-08:00,2708.03,10,frequent
361,james_chen,2024-04-18 00:00:00-07:00,1525.57,44,high_value
362,mary_edwards,2024-12-05 00:00:00-08:00,2966.15,44,occasional
363,christopher_miller,2024-02-22 00:00:00-08:00,2620.76,8,frequent
364,brian_decker,2024-06-30 00:00:00-07:00,2956.43,6,frequent
365,jason_jones,2024-10-10 00:00:00-07:00,1166.57,44,occasional
366,jonathan_haynes,2024-08-21 00:00:00-07:00,2639.19,42,occasional
367,dawn_haynes,2025-01-04 00:00:00-08:00,795.55,25,occasional
368,dawn_patterson,2024-04-18 00:00:00-07:00,1647.97,21,frequent
369,mary_duncan,2025-03-16 00:00:00-07:00,4606.98,5,frequent
370,christy_hughes,2023-08-28 00:00:00-07:00,4040.65,31,occasional
371,richard_jimenez,2024-02-10 00:00:00-08:00,449.79,8,frequent
372,ann_jones,2024-12-28 00:00:00-08:00,1296.0,34,frequent
373,michael_keller,2024-04-05 00:00:00-07:00,3255.06,33,high_value
374,vanessa_maldonado,2024-07-18 00:00:00-07:00,869.84,20,occasional
